time,latitude,longitude,depth,mag,magType,rms,net,id,updated,place,type,status,locationSource,magSource
2019-05-01T17:44:57.083Z,-20.3228,-177.5992,516.89,4.3,mb,0.46,us,us70003f9d,2019-05-21T22:43:44.040Z,"120km ENE of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-05-01T17:41:37.630Z,37.4463333,-118.6666667,14.04,2.96,ml,0.04,nc,nc73175220,2019-05-21T22:40:13.040Z,"7km WNW of Round Valley, CA",earthquake,reviewed,nc,nc
2019-05-01T16:33:20.316Z,39.8453,-117.4093,4.1,2.6,ml,0.1605,nn,nn00683702,2019-05-14T00:33:17.040Z,"48km NW of Austin, Nevada",earthquake,reviewed,nn,nn
2019-05-01T15:55:18.233Z,12.6199,121.3789,56.8,4.3,mb,0.93,us,us70003jas,2019-05-14T00:25:49.040Z,"6km WSW of San Mariano, Philippines",earthquake,reviewed,us,us
2019-05-01T15:35:15.547Z,39.0845,-118.6099,5.2,2.9,ml,0.1234,nn,nn00683698,2019-05-13T22:46:03.040Z,"45km SSE of Fallon, Nevada",earthquake,reviewed,nn,nn
2019-05-01T15:32:21.330Z,-16.9422,-171.7078,10,5,mb,0.82,us,us70003f5p,2019-05-13T01:07:17.040Z,"244km ESE of Hihifo, Tonga",earthquake,reviewed,us,us
2019-05-01T14:48:12.001Z,-58.7293,-25.3632,28.24,4.9,mb,0.65,us,us70003f4x,2019-05-22T08:00:35.040Z,"74km ENE of Bristol Island, South Sandwich Islands",earthquake,reviewed,us,us
2019-05-01T14:42:42.846Z,55.0988,-159.9663,61.18,3.6,mb,0.72,us,us70003f4q,2019-05-22T07:55:55.040Z,"43km SE of Sand Point, Alaska",earthquake,reviewed,us,us
2019-05-01T11:50:48.420Z,19.5318333,-155.614,6.73,3.41,ml,0.13,hv,hv70932556,2019-05-01T18:58:41.757Z,"26km ENE of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,hv
2019-05-01T11:31:18.214Z,13.7877,-45.5404,10,4.6,mb,0.62,us,us70003f3f,2019-05-01T12:42:21.040Z,Northern Mid-Atlantic Ridge,earthquake,reviewed,us,us
2019-05-01T10:44:29.131Z,37.1056,71.1748,91.48,4.4,mb,0.44,us,us70003f31,2019-05-01T12:14:39.040Z,"40km NE of Jarm, Afghanistan",earthquake,reviewed,us,us
2019-05-01T08:55:43.519Z,53.164,-166.8264,41.53,3.9,mb,1.42,us,us70003f28,2019-05-08T02:22:53.969Z,"81km SSW of Unalaska, Alaska",earthquake,reviewed,us,us
2019-05-01T05:15:53.390Z,1.9752,128.3316,76.87,4.3,mb,1.18,us,us70003f0k,2019-05-01T05:46:41.040Z,"45km NE of Tobelo, Indonesia",earthquake,reviewed,us,us
2019-05-01T04:37:58.500Z,19.9611667,-155.6048333,13.24,2.62,ml,0.18,hv,hv70932141,2019-05-01T19:32:32.108Z,"9km SE of Waimea, Hawaii",earthquake,reviewed,hv,hv
2019-05-01T03:00:38.311Z,56.0209,-153.1953,26.6,3,ml,0.57,ak,ak0195k5tesr,2019-05-08T23:56:03.595Z,"153km E of Chirikof Island, Alaska",earthquake,reviewed,ak,ak
2019-05-01T00:41:22.320Z,-20.2421,-175.669,194.67,4.8,mb,1.16,us,us70003ez0,2019-05-12T23:38:53.051Z,"110km NNW of Nuku`alofa, Tonga",earthquake,reviewed,us,us
2019-05-01T00:26:28.470Z,39.3445,-123.2426667,4.41,2.73,md,0.1,nc,nc73174845,2019-05-02T05:38:21.498Z,"9km NNW of Redwood Valley, CA",earthquake,reviewed,nc,nc
2019-05-01T00:22:27.940Z,18.2463,-68.1998,83,2.93,md,0.21,pr,pr2019121000,2019-05-01T23:35:39.040Z,"45km SSE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-01T00:14:08.950Z,39.7993,-117.4575,4.5,3.1,ml,0.1911,nn,nn00683673,2019-05-10T01:26:41.040Z,"47km NW of Austin, Nevada",earthquake,reviewed,nn,nn
2019-04-30T23:57:51.850Z,50.3728,91.1611,10,4.4,mb,0.68,us,us70003eyl,2019-05-10T01:25:19.040Z,"31km W of Harmod, Mongolia",earthquake,reviewed,us,us
2019-04-30T23:55:09.615Z,-9.6654,148.5709,10,4.9,mb,0.65,us,us70003eyk,2019-05-10T01:08:55.040Z,"106km SSE of Popondetta, Papua New Guinea",earthquake,reviewed,us,us
2019-04-30T23:46:25.344Z,50.4868,91.0161,10,4.4,mb,0.74,us,us70003eyd,2019-05-10T00:57:52.040Z,"39km ENE of Mugur-Aksy, Russia",earthquake,reviewed,us,us
2019-04-30T23:44:09.721Z,-2.6427,153.2714,10,4.9,mb,0.82,us,us70003eye,2019-05-10T00:52:58.040Z,"146km NE of Namatanai, Papua New Guinea",earthquake,reviewed,us,us
2019-04-30T22:42:34.261Z,-20.7486,-177.8171,509.96,4.1,mb,0.47,us,us70003iwp,2019-05-12T03:25:02.040Z,"92km E of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-04-30T21:58:27.025Z,59.9019,-153.1964,125.5,2.5,ml,0.56,ak,ak0195itc8ht,2019-05-19T05:28:46.040Z,"69km SSW of Redoubt Volcano, Alaska",earthquake,reviewed,ak,ak
2019-04-30T21:01:00.735Z,-9.5827,148.6186,10,4.9,mb,0.77,us,us70003evw,2019-05-11T01:44:00.040Z,"100km SSE of Popondetta, Papua New Guinea",earthquake,reviewed,us,us
2019-04-30T20:52:22.716Z,15.3269,-46.4583,10,5.4,mww,0.89,us,us70003evi,2019-05-01T20:53:57.367Z,Northern Mid-Atlantic Ridge,earthquake,reviewed,us,us
2019-04-30T20:32:28.830Z,32.1195,-115.0708333,18.83,3.32,ml,0.35,ci,ci37418485,2019-05-01T15:54:44.400Z,"10km SW of Estacion Coahuila, B.C., MX",earthquake,reviewed,ci,ci
2019-04-30T20:31:24.160Z,32.113,-115.0548333,19.26,3.29,ml,0.28,ci,ci38339119,2019-05-01T15:26:42.040Z,"10km SSW of Estacion Coahuila, B.C., MX",earthquake,reviewed,ci,ci
2019-04-30T19:46:02.118Z,-18.496,-177.8161,538.41,4.8,mb,0.77,us,us70003et8,2019-05-01T15:12:26.040Z,"255km NNE of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-04-30T19:08:18.430Z,55.8875,-156.4188,48.4,2.8,ml,0.64,ak,ak0195irumtu,2019-05-08T22:30:07.318Z,"46km W of Chirikof Island, Alaska",earthquake,reviewed,ak,ak
2019-04-30T18:58:41.690Z,32.116,-115.0598333,16.22,2.71,ml,0.18,ci,ci38338983,2019-04-30T19:52:27.330Z,"10km SSW of Estacion Coahuila, B.C., MX",earthquake,reviewed,ci,ci
2019-04-30T18:49:10.988Z,7.4245,94.5769,67.33,4.4,mb,0.55,us,us70003es9,2019-05-01T14:11:04.040Z,"151km ESE of Mohean, India",earthquake,reviewed,us,us
2019-04-30T17:10:49.960Z,35.7973333,-121.3973333,7.46,3.44,ml,0.08,nc,nc73174665,2019-05-12T05:59:11.705Z,"25km NW of San Simeon, CA",earthquake,reviewed,nc,nc
2019-04-30T16:47:24.358Z,-7.6121,158.2001,39.89,4.2,mb,0.49,us,us70003iwh,2019-05-12T16:07:47.040Z,"103km WNW of Dadali, Solomon Islands",earthquake,reviewed,us,us
2019-04-30T16:46:06.850Z,32.1121667,-115.0556667,19.63,3.29,ml,0.3,ci,ci38338823,2019-05-12T15:51:59.040Z,"10km SSW of Estacion Coahuila, B.C., MX",earthquake,reviewed,ci,ci
2019-04-30T16:04:27.236Z,-19.9728,-177.4408,533.53,4.4,mb,1.29,us,us70003emu,2019-05-12T15:26:37.040Z,"151km ENE of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-04-30T15:53:06.422Z,9.8044,126.4103,10,4.3,mb,0.62,us,us70003iwg,2019-05-12T15:12:04.040Z,"27km E of General Luna, Philippines",earthquake,reviewed,us,us
2019-04-30T15:43:46.066Z,36.5396,140.7863,55.98,4.5,mb,0.8,us,us70003emf,2019-05-12T14:53:31.040Z,"13km ESE of Hitachi, Japan",earthquake,reviewed,us,us
2019-04-30T15:40:37.762Z,9.8433,126.6574,10,4.6,mb,0.56,us,us70003emd,2019-05-12T14:50:57.040Z,"55km E of General Luna, Philippines",earthquake,reviewed,us,us
2019-04-30T15:13:20.970Z,32.1176667,-115.0593333,19.46,2.98,ml,0.24,ci,ci38338687,2019-04-30T15:57:32.040Z,"10km SSW of Estacion Coahuila, B.C., MX",earthquake,reviewed,ci,ci
2019-04-30T14:31:07.963Z,53.0886,-166.6418,38.08,3.1,ml,0.25,us,us70003gjp,2019-05-12T14:25:06.040Z,"87km S of Unalaska, Alaska",earthquake,reviewed,us,us
2019-04-30T14:13:02.473Z,14.7309,-91.0066,232.52,4.3,mb,0.38,us,us70003iwd,2019-05-12T14:19:52.040Z,"4km SSW of Tecpan Guatemala, Guatemala",earthquake,reviewed,us,us
2019-04-30T13:11:27.914Z,6.7365,-72.9465,158.95,4.3,mb,0.63,us,us70003ekn,2019-05-09T21:02:55.040Z,"9km ENE of Aratoca, Colombia",earthquake,reviewed,us,us
2019-04-30T12:48:00.520Z,1.8264,99.0976,118.38,4.4,mb,0.61,us,us70003ekh,2019-04-30T13:33:55.040Z,"36km ENE of Sibolga, Indonesia",earthquake,reviewed,us,us
2019-04-30T10:11:02.809Z,39.8116,-117.448,3.5,3.1,ml,0.1573,nn,nn00683614,2019-05-01T02:05:45.292Z,"52km NW of Austin, Nevada",earthquake,reviewed,nn,nn
2019-04-30T09:42:04.567Z,59.8384,-153.4578,125.4,2.5,ml,0.57,ak,ak0195im3k27,2019-05-04T03:25:39.659Z,"79km E of Old Iliamna, Alaska",earthquake,reviewed,ak,ak
2019-04-30T08:06:51.610Z,23.6627,-63.0176,10,4.6,mb,0.71,us,us70003ehc,2019-04-30T12:07:51.040Z,North Atlantic Ocean,earthquake,reviewed,us,us
2019-04-30T06:02:56.995Z,39.7127,-117.4548,6.4,3.5,ml,0.2498,nn,nn00683604,2019-05-03T03:06:32.889Z,"41km NW of Austin, Nevada",earthquake,reviewed,nn,nn
2019-04-30T05:04:06.310Z,39.3483333,-123.2481667,3.08,2.64,md,0.1,nc,nc73174480,2019-05-02T05:40:13.657Z,"10km NNW of Redwood Valley, CA",earthquake,reviewed,nc,nc
2019-04-30T04:51:25.129Z,36.6904,-97.6913,4.54,3.3,mb_lg,0.25,us,us70003ef7,2019-04-30T11:52:34.395Z,"13km SSE of Medford, Oklahoma",earthquake,reviewed,us,us
2019-04-30T03:33:17.620Z,18.8241667,-155.1373333,8.51,2.66,ml,0.16,hv,hv70930516,2019-04-30T21:25:51.970Z,"55km SE of Pahala, Hawaii",earthquake,reviewed,hv,hv
2019-04-30T02:28:49.522Z,-6.2667,131.5867,56.77,5.1,mww,0.67,us,us70003eek,2019-04-30T02:42:08.040Z,"144km WSW of Tual, Indonesia",earthquake,reviewed,us,us
2019-04-30T01:55:14.110Z,19.3251,-68.8836,5,3.36,md,0.51,pr,pr2019120000,2019-05-02T01:27:11.083Z,"41km NNE of Miches, Dominican Republic",earthquake,reviewed,pr,pr
2019-04-30T01:47:35.745Z,-56.0849,-27.5463,114.57,5,mb,0.71,us,us70003eed,2019-04-30T02:02:00.040Z,"71km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,reviewed,us,us
2019-04-30T01:23:03.575Z,-6.1756,146.62,66.82,4.4,mb,0.2,us,us70003ee2,2019-04-30T01:54:59.040Z,"72km NNW of Lae, Papua New Guinea",earthquake,reviewed,us,us
2019-04-30T00:23:46.899Z,-8.0255,122.6947,221.1,4.8,mww,0.81,us,us70003edg,2019-05-06T21:14:17.040Z,"49km N of Palue, Indonesia",earthquake,reviewed,us,us
2019-04-30T00:22:41.807Z,-24.8621,178.8232,544.6,4.4,mb,1.15,us,us70003iw0,2019-05-09T20:50:32.040Z,South of the Fiji Islands,earthquake,reviewed,us,us
2019-04-29T23:32:35.340Z,19.0331,-67.7916,11,2.68,md,0.09,pr,pr2019119014,2019-05-03T02:41:57.040Z,"74km ENE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr
2019-04-29T23:05:18.847Z,12.2842,-87.7846,23.34,4.4,mb,0.7,us,us70003eca,2019-04-29T23:40:15.040Z,"62km SW of Jiquilillo, Nicaragua",earthquake,reviewed,us,us
2019-04-29T22:54:04.300Z,33.0866667,-117.7883333,12.57,2.98,ml,0.28,ci,ci38338143,2019-05-07T22:31:33.040Z,"41km WSW of Camp Pendleton South, CA",earthquake,reviewed,ci,ci
2019-04-29T22:42:31.405Z,51.4731,-175.9798,27.63,4,mb,1.04,us,us70003fxd,2019-05-15T04:33:33.040Z,"65km SE of Adak, Alaska",earthquake,reviewed,us,us
2019-04-29T22:38:28.710Z,-56.2093,-27.372,94.95,4.9,mb,0.91,us,us70003igx,2019-05-09T22:35:51.040Z,"55km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,reviewed,us,us
2019-04-29T22:26:36.859Z,-53.2276,-45.0536,10,4.7,mb,1.13,us,us70003igw,2019-05-09T22:23:25.040Z,South Atlantic Ocean,earthquake,reviewed,us,us
2019-04-29T22:24:16.625Z,-32.592,-71.9407,18.37,4.4,mb,0.64,us,us70003eb3,2019-05-09T05:10:38.208Z,"57km NNW of Valparaiso, Chile",earthquake,reviewed,us,us
2019-04-29T21:56:38.879Z,13.3638,50.5362,10,4.3,mb,1.09,us,us70003igv,2019-05-09T04:57:09.040Z,"174km NNW of Bereeda, Somalia",earthquake,reviewed,us,us
2019-04-29T21:33:44.654Z,-1.8353,122.6605,10,4.4,mb,0.89,us,us70003ea0,2019-05-09T04:33:20.040Z,"98km S of Luwuk, Indonesia",earthquake,reviewed,us,us
2019-04-29T19:52:04.420Z,38.8166667,-122.802,3.5,2.97,ml,0.08,nc,nc73174130,2019-05-21T22:20:11.040Z,"6km NW of The Geysers, CA",earthquake,reviewed,nc,nc
2019-04-29T19:44:44.947Z,7.3258,-36.2136,10,4.5,mb,0.36,us,us70003igs,2019-05-21T21:13:39.040Z,Central Mid-Atlantic Ridge,earthquake,reviewed,us,us
2019-04-29T19:43:13.640Z,38.8188333,-122.8,3.57,2.87,ml,0.07,nc,nc73174115,2019-04-30T03:18:03.593Z,"6km NW of The Geysers, CA",earthquake,reviewed,nc,nc
2019-04-29T19:42:59.390Z,38.8228333,-122.8008333,3.11,2.54,md,0.05,nc,nc73174105,2019-05-03T00:43:02.823Z,"6km NW of The Geysers, CA",earthquake,reviewed,nc,nc
2019-04-29T19:18:28.540Z,19.234,-67.7173,77,3.08,md,0.72,pr,pr2019119013,2019-04-30T14:41:37.040Z,"117km NNE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr
2019-04-29T19:08:57.440Z,19.266,-67.675,30,3.06,md,0.26,pr,pr2019119012,2019-04-30T14:38:13.040Z,"93km NE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr
2019-04-29T19:07:43.342Z,55.3379,-154.2048,3.8,3.1,ml,0.78,ak,ak0195h4bbfe,2019-05-21T19:52:38.040Z,"96km ESE of Chirikof Island, Alaska",earthquake,reviewed,ak,ak
2019-04-29T18:06:46.679Z,47.4826,-113.0295,21.31,2.6,ml,1.01,us,us70003e60,2019-05-21T22:15:39.040Z,"48km NE of Seeley Lake, Montana",earthquake,reviewed,us,mb
2019-04-29T18:02:43.592Z,39.391,26.28,10,4.6,mb,0.52,us,us70003e5j,2019-05-07T14:29:40.678Z,"9km ENE of Mithymna, Greece",earthquake,reviewed,us,us
2019-04-29T18:02:22.663Z,39.8395,-117.4551,3.6,2.6,ml,0.1591,nn,nn00683534,2019-05-21T22:18:16.040Z,"50km NW of Austin, Nevada",earthquake,reviewed,nn,nn
2019-04-29T17:46:11.440Z,37.4188333,-118.3655,7.2,2.96,md,0.06,nc,nc73174035,2019-05-02T05:38:12.222Z,"6km NE of Dixon Lane-Meadow Creek, CA",earthquake,reviewed,nc,nc
2019-04-29T17:39:44.540Z,23.0333,94.8184,133.05,4.7,mb,0.9,us,us70003e51,2019-04-29T21:12:52.040Z,"78km SSE of Mawlaik, Burma",earthquake,reviewed,us,us
2019-04-29T17:37:01.330Z,37.4186667,-118.3635,7.25,3.8,mw,0.06,nc,nc73174010,2019-05-21T22:13:55.040Z,"6km NE of Dixon Lane-Meadow Creek, CA",earthquake,reviewed,nc,nc
2019-04-29T17:33:27.597Z,18.1151,120.0428,10,4.8,mb,0.56,us,us70003e4s,2019-04-30T13:15:31.040Z,"47km W of Callaguip, Philippines",earthquake,reviewed,us,us
2019-04-29T17:19:12.828Z,4.766,127.982,101.4,4.3,mb,0.76,us,us70003igm,2019-05-21T21:05:23.040Z,"266km SE of Pondaguitan, Philippines",earthquake,reviewed,us,us
2019-04-29T16:44:45.298Z,19.1314,145.1069,233.88,4.5,mb,0.84,us,us70003igl,2019-05-09T20:42:36.040Z,"71km NW of Agrihan, Northern Mariana Islands",earthquake,reviewed,us,us
2019-04-29T16:35:08.855Z,-28.1444,-67.3963,129.82,5,mb,0.75,us,us70003e2q,2019-05-09T20:15:27.040Z,"18km ESE of Tinogasta, Argentina",earthquake,reviewed,us,us
2019-04-29T16:08:52.268Z,51.2068,-178.4828,35,2.9,ml,0.21,us,us70003fxf,2019-05-09T19:51:04.040Z,"44km E of Amatignak Island, Alaska",earthquake,reviewed,us,ak
2019-04-29T16:04:53.362Z,-18.7399,-177.2657,374.32,4.2,mb,0.35,us,us70003igu,2019-05-09T19:28:54.040Z,"259km NE of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-04-29T15:40:45.425Z,-17.6278,-174.9277,230.19,4.4,mb,0.42,us,us70003igk,2019-05-09T19:08:29.040Z,"150km NW of Neiafu, Tonga",earthquake,reviewed,us,us
2019-04-29T15:32:48.434Z,-5.6136,146.5401,71.21,4.4,mb,0.46,us,us70003igj,2019-05-09T18:48:42.040Z,"92km ESE of Madang, Papua New Guinea",earthquake,reviewed,us,us
2019-04-29T15:25:52.358Z,56.5177,-148.7064,21,2.9,ml,0.61,us,us70003fxe,2019-05-08T21:09:25.040Z,"264km ESE of Kodiak, Alaska",earthquake,reviewed,us,us
2019-04-29T15:03:54.201Z,-15.1672,-173.2369,10,4.6,mb,1.44,us,us70003igi,2019-05-08T21:03:40.040Z,"102km NNE of Hihifo, Tonga",earthquake,reviewed,us,us
2019-04-29T14:28:14.061Z,21.7521,144.2002,107.45,5.3,mb,0.64,us,us70003igt,2019-05-08T20:41:37.040Z,"152km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,reviewed,us,us
2019-04-29T14:19:52.499Z,10.8649,57.2283,10,6.3,mww,1.1,us,us70003e0j,2019-05-08T20:24:08.480Z,Carlsberg Ridge,earthquake,reviewed,us,us
2019-04-29T14:07:13.760Z,-30.8006,-71.5382,40,4.7,mb,0.72,us,us70003e09,2019-05-08T20:19:15.463Z,"39km SW of Ovalle, Chile",earthquake,reviewed,us,us
2019-04-29T13:36:58.367Z,9.6546,126.7356,10,4.6,mb,0.86,us,us70003ige,2019-05-08T20:17:11.040Z,"64km ESE of General Luna, Philippines",earthquake,reviewed,us,us
2019-04-29T13:36:04.899Z,33.5157,81.5138,15.73,4.5,mb,0.64,us,us70003e00,2019-05-08T20:00:07.040Z,"128km NNE of Napug, China",earthquake,reviewed,us,us
2019-04-29T13:22:51.453Z,44.867,-28.0298,10,4.7,mb,0.8,us,us70003dzu,2019-05-08T19:58:56.040Z,Northern Mid-Atlantic Ridge,earthquake,reviewed,us,us
2019-04-29T13:01:18.780Z,52.4697,-167.7303,24.13,3.7,mb,0.73,us,us70003dzl,2019-05-08T19:57:38.040Z,"92km ESE of Nikolski, Alaska",earthquake,reviewed,us,us
2019-04-29T12:55:22.551Z,32.0445,83.7529,10,4,mb,1.02,us,us70003dzi,2019-05-03T11:30:58.040Z,"48km WSW of Luring, China",earthquake,reviewed,us,us
2019-04-29T12:07:27.017Z,34.1897,36.1632,10,3.5,mb,1.07,us,us70003eac,2019-04-30T07:57:29.295Z,"15km ESE of Bcharre, Lebanon",earthquake,reviewed,us,us
2019-04-29T12:04:35.524Z,55.5432,160.534,144.15,4.4,mb,0.73,us,us70003dyv,2019-04-29T13:03:55.040Z,"123km ESE of Esso, Russia",earthquake,reviewed,us,us
2019-04-29T10:23:51.880Z,66.3137,-157.2882,8.7,3.1,ml,0.54,ak,ak0195gz1o9j,2019-05-02T19:44:40.800Z,"68km SSW of Kobuk, Alaska",earthquake,reviewed,ak,ak
2019-04-29T10:18:48.190Z,18.8275,-64.9498,56,3.29,md,0.36,pr,pr2019119007,2019-05-03T11:11:46.040Z,"70km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,reviewed,pr,pr
2019-04-29T09:56:30.099Z,31.6941,138.4044,380.37,4.2,mb,0.31,us,us70003dw1,2019-04-30T12:46:32.807Z,"202km SW of Hachijo-jima, Japan",earthquake,reviewed,us,us
2019-04-29T08:07:40.832Z,-14.4458,-75.4838,38.22,4.6,mb,0.89,us,us70003dtx,2019-04-29T20:03:28.322Z,"31km WNW of Rio Grande, Peru",earthquake,reviewed,us,us
2019-04-29T07:53:05.853Z,51.8425,179.499,71.4,3.9,mb,0.49,us,us70003fx5,2019-05-06T07:50:30.040Z,"13km SSW of Semisopochnoi Island, Alaska",earthquake,reviewed,us,us
2019-04-29T07:41:24.661Z,56.238,-149.9544,10,3.3,ml,1.03,us,us70003fx4,2019-05-08T22:14:51.725Z,"228km SE of Kodiak, Alaska",earthquake,reviewed,us,us
2019-04-29T07:16:17.513Z,-41.8852,79.8424,10,4.8,mb,0.55,us,us70003ig3,2019-05-21T12:57:30.040Z,Mid-Indian Ridge,earthquake,reviewed,us,us
2019-04-29T07:16:08.380Z,39.3476667,-123.2351667,3.07,4.32,mw,0.1,nc,nc73173775,2019-05-12T05:59:26.366Z,"10km NNW of Redwood Valley, CA",earthquake,reviewed,nc,nc
2019-04-29T06:29:56.129Z,61.39,-149.9404,38.3,2.9,ml,0.64,ak,ak0195gwp8fh,2019-05-02T19:47:53.049Z,"15km S of Big Lake, Alaska",earthquake,reviewed,ak,ak
2019-04-29T05:51:39.253Z,66.3084,-157.1745,5.1,2.7,ml,0.53,ak,ak0195gw8hbh,2019-05-02T19:44:23.674Z,"67km S of Kobuk, Alaska",earthquake,reviewed,ak,ak
2019-04-29T05:24:00.992Z,34.5418,137.5425,313.88,4.5,mb,0.75,us,us70003ds5,2019-04-29T13:26:21.040Z,"19km S of Kosai-shi, Japan",earthquake,reviewed,us,us
2019-04-29T05:21:25.070Z,19.1311,-66.7216,61,2.57,md,0.31,pr,pr2019119001,2019-04-29T08:22:31.897Z,"72km N of Arecibo, Puerto Rico",earthquake,reviewed,pr,pr
2019-04-29T05:18:28.740Z,44.2948,-110.6117,2.99,2.6,ml,0.35,us,us70003e0m,2019-05-01T09:41:37.040Z,"25km SE of Old Faithful Geyser, Wyoming",earthquake,reviewed,uu,uu
2019-04-29T04:43:17.623Z,35.3706,27.6869,31.29,4.8,mww,0.95,us,us70003dri,2019-05-09T04:30:40.088Z,"45km ESE of Karpathos, Greece",earthquake,reviewed,us,us
2019-04-29T04:43:07.106Z,-56.3174,-27.3767,85.9,4.4,mb,0.74,us,us70003igy,2019-05-09T04:24:26.040Z,"43km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,reviewed,us,us
2019-04-29T03:16:36.435Z,39.801,-117.4407,3.1,3.1,ml,0.1604,nn,nn00683481,2019-05-09T04:20:55.040Z,"46km NW of Austin, Nevada",earthquake,reviewed,nn,nn
2019-04-29T03:15:03.304Z,-3.8694,-80.3488,71.19,4.1,mb,1.07,us,us70003ifw,2019-05-09T04:19:51.040Z,"35km SSE of Tumbes, Peru",earthquake,reviewed,us,us
2019-04-29T03:08:32.098Z,53.3844,170.1653,10,3.9,mb,0.95,us,us70003ig4,2019-05-09T04:03:35.040Z,"210km WNW of Attu Station, Alaska",earthquake,reviewed,us,us
2019-04-29T02:48:51.506Z,43.1785,-29.1231,10,5.5,mww,0.78,us,us70003dpt,2019-05-09T03:45:52.416Z,Northern Mid-Atlantic Ridge,earthquake,reviewed,us,us
2019-04-29T02:44:20.865Z,6.8523,-72.9712,148.06,4.1,mb,0.78,us,us70003dpn,2019-05-09T03:29:33.040Z,"13km WSW of Guaca, Colombia",earthquake,reviewed,us,us
2019-04-29T02:31:08.066Z,54.2582,-161.5542,35,3.6,mb,1.11,us,us70003dpk,2019-05-09T02:57:42.040Z,"127km SE of Cold Bay, Alaska",earthquake,reviewed,us,us
2019-04-29T02:21:53.369Z,12.3971,-88.1938,35,4.4,mb,1.01,us,us70003dpc,2019-05-09T02:43:32.040Z,"89km WSW of Jiquilillo, Nicaragua",earthquake,reviewed,us,us
2019-04-29T00:37:08.011Z,-17.2615,-174.4209,183.23,4.3,mb,0.56,us,us70003dmv,2019-04-29T01:01:43.040Z,"160km NNW of Neiafu, Tonga",earthquake,reviewed,us,us
2019-04-29T00:23:17.665Z,39.1983,73.7091,35,4.6,mwr,1.07,us,us70003dmi,2019-05-11T02:34:42.040Z,"25km NNE of Karakul, Tajikistan",earthquake,reviewed,us,us
2019-04-29T00:13:14.280Z,33.315,-116.4198333,8.21,3.31,ml,0.21,ci,ci38337167,2019-05-07T03:28:37.040Z,"8km NNW of Borrego Springs, CA",earthquake,reviewed,ci,ci
2019-04-28T23:42:56.637Z,-9.3506,116.0563,81.05,4.2,mb,1.23,us,us70003dn7,2019-05-04T20:40:34.796Z,"56km SSW of Kute, Indonesia",earthquake,reviewed,us,us
2019-04-28T23:31:25.290Z,3.6208,126.7625,44.66,4.6,mb,0.66,us,us70003dlw,2019-04-28T23:47:02.040Z,"244km SE of Sarangani, Philippines",earthquake,reviewed,us,us
2019-04-28T21:56:49.435Z,39.7909,-117.4778,3.8,4.1,ml,0.2006,nn,nn00683467,2019-05-12T05:56:36.185Z,"48km NW of Austin, Nevada",earthquake,reviewed,nn,nn
2019-04-28T21:49:28.480Z,18.3756,-66.1895,7,2.53,md,0.28,pr,pr2019118011,2019-04-30T18:55:51.440Z,"2km ENE of Pajaros, Puerto Rico",earthquake,reviewed,pr,pr
2019-04-28T21:06:23.495Z,-20.1899,169.7053,159.98,4.7,mb,0.89,us,us70003diw,2019-04-28T21:28:08.040Z,"84km SSE of Isangel, Vanuatu",earthquake,reviewed,us,us
2019-04-28T20:13:45.047Z,39.8022,-117.4714,2.8,3.3,ml,0.2369,nn,nn00683456,2019-04-29T02:05:02.998Z,"48km NW of Austin, Nevada",earthquake,reviewed,nn,nn
2019-04-28T18:17:50.180Z,40.3233333,-124.6341667,19.03,2.45,md,0.18,nc,nc73173510,2019-05-02T02:14:04.039Z,"30km W of Petrolia, CA",earthquake,reviewed,nc,nc
2019-04-28T17:48:23.975Z,9.302,-63.0364,49.23,5,mb,0.69,us,us70003dgt,2019-04-30T23:53:01.040Z,"51km SSE of Maturin, Venezuela",earthquake,reviewed,us,us
2019-04-28T17:33:34.575Z,52.2139,159.3355,72.28,4.5,mb,1.02,us,us70003dgv,2019-04-28T20:06:33.040Z,"101km SE of Vilyuchinsk, Russia",earthquake,reviewed,us,us
2019-04-28T17:10:40.277Z,39.7957,-117.4572,4.8,3.5,ml,0.1047,nn,nn00683441,2019-04-29T17:11:29.514Z,"47km NW of Austin, Nevada",earthquake,reviewed,nn,nn
2019-04-28T17:08:53.010Z,18.4701,-66.4913,95,2.77,md,0.14,pr,pr2019118009,2019-04-28T19:57:06.736Z,"0km NNW of Tierras Nuevas Poniente, Puerto Rico",earthquake,reviewed,pr,pr
2019-04-28T17:03:16.906Z,39.7969,-117.4942,4,4,ml,0.1711,nn,nn00683435,2019-05-03T02:23:57.162Z,"49km NW of Austin, Nevada",earthquake,reviewed,nn,nn
