time,latitude,longitude,depth,mag,magType,rms,net,id,updated,place,type,status,locationSource,magSource
2019-05-16T12:24:31.200Z,33.994,-116.9155,6.77,2.52,ml,0.16,ci,ci38596552,2019-05-16T22:43:46.988Z,"8km NNW of Banning, CA",earthquake,reviewed,ci,ci
2019-05-16T12:09:47.998Z,-5.17,152.864,35,4.9,mb,0.71,us,us70003m0r,2019-05-16T12:56:20.040Z,"79km SSW of Taron, Papua New Guinea",earthquake,reviewed,us,us
2019-05-16T11:56:29.313Z,56.5168,-148.6737,9.8,2.5,ml,0.63,ak,ak019693z2hi,2019-05-25T00:25:14.038Z,"266km ESE of Kodiak, Alaska",earthquake,reviewed,ak,ak
2019-05-16T10:17:17.197Z,-4.3151,152.8639,35,5,mb,0.59,us,usd000a1im,2019-05-16T10:34:13.040Z,"25km NW of Taron, Papua New Guinea",earthquake,reviewed,us,us
2019-05-16T10:12:53.930Z,35.6908333,-84.3668333,20.63,2.58,md,0.14,se,se60271691,2019-05-17T10:31:45.488Z,"5km SSW of Loudon, Tennessee",earthquake,reviewed,se,se
2019-05-16T07:50:13.540Z,18.9998,-66.3858,49,2.82,md,0.37,pr,pr2019136004,2019-05-16T08:03:39.550Z,"59km N of Brenas, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-16T07:43:41.570Z,-23.788,-66.8129,221.9,4.4,mb,0.87,us,usd000a1i1,2019-05-16T08:18:03.040Z,"69km NW of San Antonio de los Cobres, Argentina",earthquake,reviewed,us,us
2019-05-16T07:36:44.670Z,18.7295,-64.3466,10,2.79,md,0.28,pr,pr2019136007,2019-05-17T05:01:56.040Z,"40km NE of Road Town, British Virgin Islands",earthquake,reviewed,pr,pr
2019-05-16T07:11:00.950Z,15.5418,-93.4459,79.75,4.4,mb,0.66,us,usd000a1hz,2019-05-16T21:26:49.830Z,"29km SW of Pijijiapan, Mexico",earthquake,reviewed,us,us
2019-05-16T06:51:59.935Z,7.4162,94.3029,10,4.9,mb,0.91,us,usd000a1hw,2019-05-16T07:14:06.040Z,"124km ESE of Mohean, India",earthquake,reviewed,us,us
2019-05-16T05:48:26.940Z,19.815,-65.0856,53,2.81,md,0.33,pr,pr2019136006,2019-05-16T09:15:21.467Z,"162km NNW of Road Town, British Virgin Islands",earthquake,reviewed,pr,pr
2019-05-16T05:46:39.190Z,19.3316667,-155.1366667,5.92,2.58,ml,0.11,hv,hv70954961,2019-05-16T23:24:50.540Z,"15km SE of Volcano, Hawaii",earthquake,reviewed,hv,hv
2019-05-16T05:19:46.640Z,18.8128,-68.7088,142,2.89,md,0.29,pr,pr2019136005,2019-05-16T09:15:02.670Z,"18km NNW of Otra Banda, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-16T04:18:18.640Z,19.8968,-65.147,40,3.19,md,0.33,pr,pr2019136001,2019-05-16T12:20:52.490Z,"147km NNE of Vieques, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-16T04:16:28.642Z,61.4501,-149.8972,47.8,2.7,ml,0.49,ak,ak01968zkf86,2019-05-25T00:25:42.332Z,"8km SSE of Big Lake, Alaska",earthquake,reviewed,ak,ak
2019-05-16T04:04:56.283Z,-2.3711,-76.9019,137.41,4.8,mb,1.04,us,us70003lz2,2019-05-16T15:04:48.010Z,"135km E of Macas, Ecuador",earthquake,reviewed,us,us
2019-05-16T01:47:49.356Z,14.0715,-92.684,35,4.2,mb,1.13,us,us70003lyh,2019-05-16T02:31:41.040Z,"71km SW of Ocos, Guatemala",earthquake,reviewed,us,us
2019-05-16T01:34:09.989Z,-34.499,-71.9832,10,4.4,mb,0.74,us,us70003ly9,2019-05-16T02:13:29.040Z,"58km WNW of Santa Cruz, Chile",earthquake,reviewed,us,us
2019-05-16T01:23:59.424Z,-5.2257,152.6189,25.33,5.7,mww,0.88,us,us70003ly5,2019-05-17T01:25:43.987Z,"95km SSW of Taron, Papua New Guinea",earthquake,reviewed,us,us
2019-05-16T01:14:01.240Z,13.1226,-89.5151,58.52,4.3,mb,1.08,us,us70003lye,2019-05-17T17:46:51.578Z,"45km SSW of La Libertad, El Salvador",earthquake,reviewed,us,us
2019-05-16T01:07:15.155Z,4.907,125.3498,179.54,4.3,mb,0.82,us,us70003lxx,2019-05-16T01:28:55.040Z,"56km SSW of Sarangani, Philippines",earthquake,reviewed,us,us
2019-05-16T00:48:12.240Z,3.3595,127.7866,96.73,4.3,mb,0.85,us,us60003rb1,2019-05-25T02:40:11.040Z,"182km N of Tobelo, Indonesia",earthquake,reviewed,us,us
2019-05-16T00:32:13.592Z,-31.456,-69.3931,105.45,5.1,mww,0.89,us,us70003lxa,2019-05-24T05:01:13.069Z,"13km S of Calingasta, Argentina",earthquake,reviewed,us,us
2019-05-16T00:29:14.216Z,-60.8693,-51.3275,10,4.5,mb,0.94,us,us60003rb0,2019-05-24T05:10:01.040Z,Scotia Sea,earthquake,reviewed,us,us
2019-05-16T00:02:39.615Z,-21.4764,-68.2596,100.12,4.5,mb,0.93,us,us70003lx4,2019-05-16T00:23:47.040Z,"129km NNE of Calama, Chile",earthquake,reviewed,us,us
2019-05-15T22:53:31.723Z,55.7564,-149.3605,5.5,2.8,ml,0.68,ak,ak01967mytdg,2019-05-25T05:19:27.850Z,"293km SE of Kodiak, Alaska",earthquake,reviewed,ak,ak
2019-05-15T22:26:05.600Z,37.6753,21.1642,24.69,4.1,mb,0.69,us,us70003lvi,2019-05-16T00:31:27.040Z,"18km SW of Kardamas, Greece",earthquake,reviewed,us,us
2019-05-15T21:50:49.611Z,38.6475,-118.5512,6.1,2.7,ml,0.176,nn,nn00684946,2019-05-16T16:32:50.926Z,"15km NNE of Hawthorne, Nevada",earthquake,reviewed,nn,nn
2019-05-15T20:56:54.126Z,58.1995,-155.9949,145.2,2.6,ml,0.6,ak,ak01967lsmwn,2019-05-25T05:19:09.646Z,"66km SE of King Salmon, Alaska",earthquake,reviewed,ak,ak
2019-05-15T20:33:37.450Z,28.1554,103.6621,37.67,4.8,mb,0.64,us,usd0009i8f,2019-05-15T22:12:55.798Z,"9km ESE of Xiluodu, China",earthquake,reviewed,us,us
2019-05-15T19:31:44.150Z,57.4398,120.6751,14.74,4.7,mb,0.79,us,usd0009i8e,2019-05-15T20:03:20.040Z,"157km ENE of Chara, Russia",earthquake,reviewed,us,us
2019-05-15T17:44:29.810Z,18.7818,-65.1428,36,2.66,md,0.25,pr,pr2019135008,2019-05-15T21:03:16.334Z,"53km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,reviewed,pr,pr
2019-05-15T17:34:03.390Z,50.1095,-179.9925,4.9,3.4,ml,0.35,ak,ak01967jvkbt,2019-05-25T05:18:09.322Z,"142km SSW of Amatignak Island, Alaska",earthquake,reviewed,ak,ak
2019-05-15T17:29:44.790Z,36.864,-97.4475,3.66,2.6,mb_lg,0.28,us,usd0009i86,2019-05-17T21:01:50.828Z,"16km WNW of Blackwell, Oklahoma",earthquake,reviewed,us,us
2019-05-15T16:53:46.198Z,32.8032,32.6321,10,4.8,mb,0.87,us,us70003lna,2019-05-21T23:42:59.610Z,"161km NNE of `Izbat al Burj, Egypt",earthquake,reviewed,us,us
2019-05-15T16:18:14.060Z,19.4775,-155.5891667,-0.55,2.84,ml,0.12,hv,hv70953986,2019-05-15T22:39:19.040Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,hv
2019-05-15T15:33:54.511Z,52.2581,-174.146,4.9,2.5,ml,0.34,ak,ak01967ionn4,2019-05-25T05:18:01.334Z,"7km NNE of Atka, Alaska",earthquake,reviewed,ak,ak
2019-05-15T15:03:44.220Z,-2.9152,126.9287,10,4.5,mb,0.74,us,us70003ljx,2019-05-15T22:16:46.040Z,"42km NNW of Namlea, Indonesia",earthquake,reviewed,us,us
2019-05-15T14:49:34.903Z,19.6251,-108.9998,10,4.6,mb,1.3,us,usd000a19r,2019-05-15T21:40:15.040Z,"228km ENE of Socorro Island, Mexico",earthquake,reviewed,us,us
2019-05-15T14:09:00.567Z,-28.5516,-176.7205,35,5.3,mb,0.96,us,us70003lj3,2019-05-15T15:48:01.040Z,"139km NE of Raoul Island, New Zealand",earthquake,reviewed,us,us
2019-05-15T13:28:22.170Z,4.1512,126.6475,32.53,4.6,mb,0.6,us,us70003lin,2019-05-17T05:26:55.040Z,"190km SE of Sarangani, Philippines",earthquake,reviewed,us,us
2019-05-15T12:27:20.030Z,19.3448,-65.5931,45,2.67,md,0.09,pr,pr2019135006,2019-05-15T17:14:48.946Z,"104km NNE of Vieques, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-15T12:11:00.508Z,12.1559,46.1801,10,5.1,mb,0.68,us,us70003lhd,2019-05-15T16:13:53.040Z,"138km SE of Zinjibar, Yemen",earthquake,reviewed,us,us
2019-05-15T10:54:43.074Z,37.8445,21.2357,10,4.6,mb,0.9,us,us70003lge,2019-05-15T12:13:45.040Z,"1km WSW of Gastouni, Greece",earthquake,reviewed,us,us
2019-05-15T09:03:03.224Z,51.728,-169.2769,29.4,2.7,ml,0.52,ak,ak01967exfiv,2019-05-25T05:17:30.927Z,"137km SSW of Nikolski, Alaska",earthquake,reviewed,ak,ak
2019-05-15T08:54:39.948Z,25.6984,125.6949,101.82,4.6,mb,1.08,us,us70003lf8,2019-05-15T12:07:24.040Z,"107km NNE of Hirara, Japan",earthquake,reviewed,us,us
2019-05-15T08:40:52.510Z,19.176,-65.0861,86,2.73,md,0.23,pr,pr2019135005,2019-05-15T11:37:13.738Z,"93km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,reviewed,pr,pr
2019-05-15T08:32:05.002Z,32.2975,137.5062,423.45,4.2,mb,0.71,us,us70003let,2019-05-15T12:12:30.040Z,"213km SE of Shingu, Japan",earthquake,reviewed,us,us
2019-05-15T08:16:46.281Z,64.9367,-162.3274,8.7,2.5,ml,0.52,ak,ak01967eeuin,2019-05-25T05:17:25.485Z,"141km NNW of Unalakleet, Alaska",earthquake,reviewed,ak,ak
2019-05-15T07:55:32.689Z,-21.6876,-70.5622,40.27,4.4,mb,1.05,us,us70003lem,2019-05-15T10:35:01.040Z,"58km NW of Tocopilla, Chile",earthquake,reviewed,us,us
2019-05-15T06:51:15.983Z,36.8664,-97.4491,0.426,2.8,ml,0.31,us,us70003ldp,2019-05-15T07:12:17.040Z,"16km WNW of Blackwell, Oklahoma",earthquake,reviewed,ok,ok
2019-05-15T06:36:09.550Z,18.9393,-66.4321,27,2.78,md,0.25,pr,pr2019135003,2019-05-15T09:23:39.724Z,"53km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-15T05:24:32.952Z,29.7257,130.6783,35,5.4,mb,1.55,us,us70003ld5,2019-05-16T13:55:40.675Z,"115km SSW of Nishinoomote, Japan",earthquake,reviewed,us,us
2019-05-15T05:09:08.225Z,51.5883,-175.151,27.6,3.5,ml,0.82,ak,ak01967ckyvy,2019-05-25T05:17:08.097Z,"94km SW of Atka, Alaska",earthquake,reviewed,ak,ak
2019-05-15T04:59:57.423Z,52.2406,178.9,26.3,2.7,ml,0.32,ak,ak01967cacri,2019-05-25T05:18:19.224Z,"42km NE of Little Sitkin Island, Alaska",earthquake,reviewed,ak,ak
2019-05-15T03:14:43.973Z,-9.8406,154.2741,10,4.8,mb,0.87,us,us70003lbu,2019-05-15T03:32:50.040Z,"192km ESE of Kulumadau, Papua New Guinea",earthquake,reviewed,us,us
2019-05-15T03:06:47.394Z,56.1289,-148.472,9.9,2.9,ml,0.41,ak,ak01967bdo8a,2019-05-25T05:17:02.763Z,Gulf of Alaska,earthquake,reviewed,ak,ak
2019-05-15T02:29:39.984Z,2.1263,96.4269,35.77,4.4,mb,0.78,us,us70003lbi,2019-05-15T03:14:54.040Z,"39km S of Sinabang, Indonesia",earthquake,reviewed,us,us
2019-05-15T01:08:07.480Z,19.3383333,-155.194,6.61,2.51,ml,0.06,hv,hv70953036,2019-05-22T04:15:36.040Z,"11km SSE of Volcano, Hawaii",earthquake,reviewed,hv,hv
2019-05-15T00:59:58.772Z,27.5116,142.8045,10,4.7,mb,0.83,us,us70003laz,2019-05-15T02:18:33.040Z,"75km NE of Chichi-shima, Japan",earthquake,reviewed,us,us
2019-05-15T00:42:48.793Z,-3.1393,149.2936,10,4.7,mb,0.62,us,us70003lat,2019-05-15T02:08:12.040Z,"178km WSW of Kavieng, Papua New Guinea",earthquake,reviewed,us,us
2019-05-15T00:33:46.015Z,-3.2982,149.0125,10,5.5,mww,0.88,us,us70003lam,2019-05-16T00:35:44.284Z,"213km WSW of Kavieng, Papua New Guinea",earthquake,reviewed,us,us
2019-05-15T00:18:28.500Z,18.4425,-66.5751,111,2.63,md,0.27,pr,pr2019135001,2019-05-15T07:06:05.390Z,"1km SW of Garrochales, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-15T00:02:42.342Z,37.8391,21.2342,10,4.3,mb,0.92,us,us70003la7,2019-05-15T01:34:00.040Z,"1km SW of Gastouni, Greece",earthquake,reviewed,us,us
2019-05-14T23:51:32.098Z,35.4158,-97.9375,5,2.5,mb_lg,0.73,us,us70003l9y,2019-05-20T21:24:06.331Z,"2km N of Union City, Oklahoma",earthquake,reviewed,us,us
2019-05-14T23:44:40.492Z,-7.425,121.1315,538.76,4.5,mb,0.8,us,us60003qmq,2019-05-24T04:18:56.040Z,"109km N of Mbarungkeli, Indonesia",earthquake,reviewed,us,us
2019-05-14T23:32:54.175Z,42.5355,-111.1081,5,2.8,ml,0.6,us,us70003l9n,2019-05-24T03:03:33.040Z,"25km SW of Afton, Wyoming",earthquake,reviewed,us,us
2019-05-14T23:32:49.781Z,-55.8925,-28.2458,43.82,4,mb,0.3,us,us60003qmw,2019-05-24T04:09:15.040Z,"110km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,reviewed,us,us
2019-05-14T23:29:18.962Z,13.6632,120.9158,100.12,4.1,mb,0.73,us,us60003qmp,2019-05-24T03:01:29.040Z,"4km E of Tingloy, Philippines",earthquake,reviewed,us,us
2019-05-14T23:21:29.750Z,19.4285,-68.7511,9,3.32,md,0.85,pr,pr2019134009,2019-05-20T03:58:50.040Z,"48km NE of Miches, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-14T21:50:09.663Z,19.6926,-109.0117,10,4.9,mb,1.07,us,us70003l8i,2019-05-15T01:40:14.405Z,"230km ENE of Socorro Island, Mexico",earthquake,reviewed,us,us
2019-05-14T21:12:47.923Z,52.3076,-168.3813,40.8,2.9,ml,0.67,ak,ak01965yla2p,2019-05-24T02:02:10.404Z,"77km SSE of Nikolski, Alaska",earthquake,reviewed,ak,ak
2019-05-14T21:05:45.188Z,44.5697,-114.2772,5,2.8,ml,0.79,us,us70003l8d,2019-05-14T21:48:07.040Z,"8km NNW of Challis, Idaho",earthquake,reviewed,us,us
2019-05-14T20:55:26.427Z,43.8449,147.9495,36.39,5.2,mww,0.96,us,us70003l7d,2019-05-16T16:19:13.285Z,"98km E of Shikotan, Russia",earthquake,reviewed,us,us
2019-05-14T20:09:37.133Z,-3.7381,151.857,35.45,4.6,mb,0.81,us,us70003l6p,2019-05-15T18:07:24.040Z,"61km NW of Rabaul, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T20:01:07.081Z,-35.6989,-103.8114,10,5,mb,0.71,us,us70003l67,2019-05-15T17:56:10.040Z,Southeast of Easter Island,earthquake,reviewed,us,us
2019-05-14T18:55:09.762Z,61.4052,-140.2738,5,3.4,ml,0.67,us,us70003l4m,2019-05-24T02:02:05.275Z,"165km WNW of Haines Junction, Canada",earthquake,reviewed,us,us
2019-05-14T17:29:14.650Z,18.8025,-67.2788,12,2.49,md,0.27,pr,pr2019134007,2019-05-14T21:25:09.496Z,"39km NNW of San Antonio, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-14T16:14:29.373Z,12.5005,-87.0296,151.42,4.5,mb,0.95,us,us70003l2h,2019-05-16T16:45:55.184Z,"7km SW of Posoltega, Nicaragua",earthquake,reviewed,us,us
2019-05-14T15:07:57.986Z,37.909,20.177,10,4.4,mb,0.86,us,us70003l13,2019-05-14T16:01:26.040Z,"39km SW of Lixourion, Greece",earthquake,reviewed,us,us
2019-05-14T14:36:34.141Z,-3.769,152.0238,9.61,5,mb,1.04,us,us70003l0z,2019-05-14T17:02:11.040Z,"46km WSW of Namatanai, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T14:21:21.387Z,-4.1655,152.1912,10,4.3,mb,0.39,us,us60003qlw,2019-05-22T21:17:25.040Z,"4km NNE of Rabaul, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T14:10:53.578Z,-3.9755,152.5892,10,4.4,mb,0.81,us,us60003qlt,2019-05-22T20:56:45.040Z,"38km SSE of Namatanai, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T14:04:38.526Z,-17.5789,167.8864,10.72,4.5,mb,0.36,us,us60003qlr,2019-05-22T20:23:27.040Z,"49km WNW of Port-Vila, Vanuatu",earthquake,reviewed,us,us
2019-05-14T14:01:18.186Z,-4.2329,152.5772,10,4.5,mb,0.64,us,us60003qls,2019-05-22T20:09:54.040Z,"37km ENE of Kokopo, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T14:00:26.939Z,-4.3986,152.2755,10,4.3,mb,0.55,us,us60003qlu,2019-05-22T19:50:38.040Z,"5km SSE of Kokopo, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:49:20.790Z,-3.7648,152.3935,12.23,4.4,mb,0.45,us,us60003qlp,2019-05-22T19:29:24.040Z,"11km SSW of Namatanai, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:44:13.754Z,-4.0919,152.4761,10,4.4,mb,0.56,us,us60003qln,2019-05-22T19:19:49.040Z,"35km ENE of Rabaul, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:43:48.009Z,37.2405,-115.0027,5,2.6,ml,0.182,nn,nn00684744,2019-05-19T05:08:11.585Z,"19km SE of Alamo, Nevada",earthquake,reviewed,nn,nn
2019-05-14T13:38:20.687Z,-4.21,152.6618,10,5,mb,1.24,us,us70003l05,2019-05-22T17:20:28.694Z,"46km ENE of Kokopo, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:31:57.211Z,-3.786,152.5753,10,4.5,mb,0.59,us,us60003qn6,2019-05-22T17:17:30.040Z,"20km SE of Namatanai, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:29:31.235Z,-3.6441,152.0739,10,4.3,mb,0.59,us,us60003qn2,2019-05-22T16:33:02.040Z,"40km W of Namatanai, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:27:11.648Z,-4.6009,152.5182,10,4.5,mb,0.49,us,us60003qm4,2019-05-22T15:26:03.040Z,"39km SE of Kokopo, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:26:06.378Z,-4.1347,152.2903,10,4.8,mb,0.66,us,us60003qn1,2019-05-22T14:54:47.040Z,"14km ENE of Rabaul, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:18:34.985Z,-3.9267,152.6619,10,4.4,mb,0.53,us,us60003qll,2019-05-22T14:59:21.040Z,"38km SE of Namatanai, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:17:08.714Z,-3.8404,152.5247,10,4.7,mb,0.26,us,us60003qlk,2019-05-22T14:32:40.040Z,"21km SSE of Namatanai, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T13:13:49.884Z,-4.0079,151.6778,10,4.9,mb,0.59,us,us60003qlm,2019-05-22T14:17:55.983Z,"58km WNW of Rabaul, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T12:58:26.074Z,-4.081,152.5694,10,7.5,mww,1.48,us,us70003kyy,2019-05-23T21:34:07.736Z,"45km NE of Kokopo, Papua New Guinea",earthquake,reviewed,us,us
2019-05-14T11:20:58.040Z,-17.9796,-178.4799,604.58,4.2,mb,0.96,us,us70003kxs,2019-05-21T13:43:58.040Z,"285km SE of Lambasa, Fiji",earthquake,reviewed,us,us
2019-05-14T11:16:36.696Z,-39.4104,178.395,10,5.2,mww,0.98,us,us70003kxm,2019-05-18T16:17:27.280Z,"90km SSE of Gisborne, New Zealand",earthquake,reviewed,us,us
2019-05-14T10:52:21.672Z,29.2824,-97.6568,5,3.1,mb_lg,0.95,us,us70003kxh,2019-05-16T02:35:42.379Z,"10km E of Nixon, Texas",earthquake,reviewed,us,us
2019-05-14T09:48:31.937Z,47.6076,86.5905,10,4.5,mb,0.69,us,us70003kxa,2019-05-21T08:49:53.040Z,"118km WSW of Altay, China",earthquake,reviewed,us,us
2019-05-14T09:37:37.810Z,49.1925,-128.7709,10,4.1,mb,1.12,us,us70003kwz,2019-05-21T08:59:29.040Z,"193km SSW of Port Hardy, Canada",earthquake,reviewed,us,us
2019-05-14T09:34:25.370Z,19.0756,-67.567,45,2.92,md,0.22,pr,pr2019134005,2019-05-21T08:38:24.040Z,"86km NNW of San Antonio, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-14T09:30:47.032Z,27.368,142.8989,10,4.7,mb,1.13,us,us70003kx1,2019-05-14T12:52:56.040Z,"74km ENE of Chichi-shima, Japan",earthquake,reviewed,us,us
2019-05-14T09:08:42.269Z,52.1002,-176.1697,141.04,4.5,mb,1.11,us,us70003kvn,2019-05-24T02:00:49.894Z,"41km NE of Adak, Alaska",earthquake,reviewed,us,us
2019-05-14T08:43:55.039Z,61.4613,-149.9284,36,2.6,ml,0.81,ak,ak01965r1azg,2019-05-24T02:02:05.297Z,"7km SE of Big Lake, Alaska",earthquake,reviewed,ak,ak
2019-05-14T08:30:44.990Z,19.2751,-64.7831,46,3.37,md,0.27,pr,pr2019134004,2019-05-21T07:16:18.040Z,"93km N of Road Town, British Virgin Islands",earthquake,reviewed,pr,pr
2019-05-14T08:00:08.688Z,11.013,-72.291,83.34,4.5,mb,1.14,us,us70003kuu,2019-05-21T07:11:22.040Z,"36km ESE of Albania, Colombia",earthquake,reviewed,us,us
2019-05-14T07:46:21.330Z,46.8911667,-112.6648333,13.07,3.11,ml,0.19,mb,mb80343669,2019-05-14T13:43:52.410Z,"7km S of Lincoln, Montana",earthquake,reviewed,mb,mb
2019-05-14T05:26:35.787Z,56.4398,-148.6262,10.5,2.7,ml,0.59,ak,ak01965p5b7w,2019-05-24T02:00:33.897Z,"273km ESE of Kodiak, Alaska",earthquake,reviewed,ak,ak
2019-05-14T04:57:45.660Z,32.7851667,-115.4423333,12.55,2.51,ml,0.24,ci,ci38593240,2019-05-16T05:03:35.852Z,"6km WSW of Holtville, CA",earthquake,reviewed,ci,ci
2019-05-14T04:33:18.130Z,18.9375,-67.5251,92,2.61,md,0.85,pr,pr2019134003,2019-05-14T08:21:22.768Z,"66km NW of San Antonio, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-14T03:01:50.817Z,61.8999,-151.0304,65.5,2.9,ml,0.9,ak,ak01965nt4l8,2019-05-24T02:00:27.035Z,"55km WNW of Willow, Alaska",earthquake,reviewed,ak,ak
2019-05-14T02:55:12.792Z,55.6985,-149.2963,8,3,ml,0.8,ak,ak01965nj6eb,2019-05-24T02:00:25.414Z,"300km SE of Kodiak, Alaska",earthquake,reviewed,ak,ak
2019-05-14T02:32:14.654Z,52.9212,-169.8944,10.6,2.9,ml,0.59,ak,ak01965nea72,2019-05-24T02:00:24.768Z,"63km ENE of Yunaska Island, Alaska",earthquake,reviewed,ak,ak
2019-05-14T01:42:19.488Z,-6.4214,128.1634,344.96,4.3,mb,0.91,us,us70003ks2,2019-05-14T01:56:45.040Z,"298km S of Amahusu, Indonesia",earthquake,reviewed,us,us
2019-05-14T01:13:47.000Z,31.6261667,-116.0048333,6.66,2.46,ml,0.14,ci,ci38593056,2019-05-14T18:48:05.618Z,"54km E of Maneadero, B.C., MX",earthquake,reviewed,ci,ci
2019-05-14T00:20:38.406Z,-12.8392,45.4533,10,5,mww,0.71,us,us70003krt,2019-05-17T03:05:35.943Z,"19km ESE of Pamandzi, Mayotte",earthquake,reviewed,us,us
2019-05-14T00:02:52.817Z,-17.7486,167.6359,10,4.4,mb,0.64,us,us60003ql5,2019-05-24T03:44:35.040Z,"72km W of Port-Vila, Vanuatu",earthquake,reviewed,us,us
2019-05-13T23:23:45.035Z,-51.5688,139.298,10,4.9,mb,0.87,us,us70003krl,2019-05-14T00:09:21.040Z,Western Indian-Antarctic Ridge,earthquake,reviewed,us,us
2019-05-13T22:58:41.710Z,61.8991,-151.0194,68.4,2.8,ml,0.76,ak,ak01964bx7pf,2019-05-24T02:27:41.040Z,"54km WNW of Willow, Alaska",earthquake,reviewed,ak,ak
2019-05-13T21:54:42.975Z,-18.8534,169.1853,225.15,4.2,mb,0.86,us,us70003p0u,2019-05-24T02:23:58.040Z,"77km N of Isangel, Vanuatu",earthquake,reviewed,us,us
2019-05-13T21:27:32.305Z,37.676,21.1839,10,4.5,mb,1.26,us,us70003knu,2019-05-24T02:08:09.605Z,"16km SW of Kardamas, Greece",earthquake,reviewed,us,us
2019-05-13T21:22:53.419Z,66.1498,-141.8783,8.5,3.7,ml,0.7,ak,ak01964b438l,2019-05-24T02:01:41.040Z,"105km ENE of Circle, Alaska",earthquake,reviewed,ak,ak
2019-05-13T21:00:59.506Z,43.359,147.7993,10,4.4,mb,1.38,us,us70003kp5,2019-05-24T01:52:20.040Z,"99km ESE of Shikotan, Russia",earthquake,reviewed,us,us
2019-05-13T20:45:26.940Z,36.1205,-117.6701667,2.15,3.08,ml,0.17,ci,ci38592680,2019-05-14T18:53:05.390Z,"26km ENE of Coso Junction, CA",earthquake,reviewed,ci,ci
2019-05-13T20:45:26.823Z,36.1255,-117.6668,4.3,3,ml,0.1791,nn,nn00684677,2019-05-13T21:07:56.980Z,"46km NNW of Searles Valley, California",earthquake,reviewed,nn,nn
2019-05-13T20:14:42.160Z,36.1208333,-117.6731667,2.69,2.77,ml,0.16,ci,ci38592608,2019-05-15T15:08:48.750Z,"26km ENE of Coso Junction, CA",earthquake,reviewed,ci,ci
2019-05-13T19:24:02.220Z,18.151,-67.3408,14,3.28,md,0.21,pr,pr2019133007,2019-05-13T20:48:07.316Z,"18km WNW of Puerto Real, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-13T16:57:16.605Z,37.6753,21.267,10,4.9,mb,0.68,us,us70003kgm,2019-05-21T20:11:35.901Z,"11km SSW of Kardamas, Greece",earthquake,reviewed,us,us
2019-05-13T16:53:01.057Z,-2.9864,130.4059,10,4.8,mww,0.57,us,us70003kgl,2019-05-21T20:09:08.040Z,"169km ENE of Amahai, Indonesia",earthquake,reviewed,us,us
2019-05-13T16:41:26.250Z,-23.2739,-179.0795,412.84,4.5,mb,0.78,us,us70003kgf,2019-05-21T20:06:37.040Z,"293km S of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-05-13T16:01:05.521Z,-20.6791,169.3292,35,4.6,mb,0.55,us,us70003p0n,2019-05-21T19:58:16.040Z,"125km S of Isangel, Vanuatu",earthquake,reviewed,us,us
2019-05-13T15:31:27.988Z,37.6494,21.2205,10,4.5,mb,0.75,us,us70003kf8,2019-05-21T19:49:00.033Z,"16km SW of Kardamas, Greece",earthquake,reviewed,us,us
2019-05-13T12:54:21.193Z,-6.368,150.9204,10,5.3,mb,1.11,us,us70003kdc,2019-05-14T13:19:13.837Z,"124km SE of Kimbe, Papua New Guinea",earthquake,reviewed,us,us
2019-05-13T12:42:27.850Z,38.7365,-119.7213333,-1.24,2.49,md,0.12,nc,nc73181120,2019-05-14T00:27:04.078Z,"8km NE of Markleeville, CA",earthquake,reviewed,nc,nc
